,Admin2,FIPS,Lat,Long_,Confirmed,Deaths,STNAME,CTYNAME,POPESTIMATE2019,Abbreviation,Mortality,Conf100,Deaths100,Ctylabel,text,text100
91,Southeast Fairbanks,2240.0,63.87692095,-143.2127643,17,0,Alaska,Southeast Fairbanks Census Area,6893,AK,0.0,246.6270129116495,0.0,"Southeast Fairbanks, AK","Southeast Fairbanks, AK<br>Cases: 17<br>Deaths: 0","Southeast Fairbanks, AK<br>Cases per 100k pop: 246.6<br>Deaths per 100k pop: 0.0"
92,Valdez-Cordova,2261.0,61.47502768,-144.7126799,53,0,Alaska,Valdez-Cordova Census Area,9202,AK,0.0,575.9617474462074,0.0,"Valdez-Cordova, AK","Valdez-Cordova, AK<br>Cases: 53<br>Deaths: 0","Valdez-Cordova, AK<br>Cases per 100k pop: 576.0<br>Deaths per 100k pop: 0.0"
93,Wrangell,2275.0,56.3202004,-132.05837309999998,8,0,Alaska,Wrangell City and Borough,2502,AK,0.0,319.744204636291,0.0,"Wrangell, AK","Wrangell, AK<br>Cases: 8<br>Deaths: 0","Wrangell, AK<br>Cases per 100k pop: 319.7<br>Deaths per 100k pop: 0.0"
94,Yakutat,2282.0,59.890980799999994,-140.36014509999998,7,0,Alaska,Yakutat City and Borough,579,AK,0.0,1208.9810017271157,0.0,"Yakutat, AK","Yakutat, AK<br>Cases: 7<br>Deaths: 0","Yakutat, AK<br>Cases per 100k pop: 1209.0<br>Deaths per 100k pop: 0.0"
95,Yukon-Koyukuk,2290.0,65.50815459,-151.39073869999999,53,1,Alaska,Yukon-Koyukuk Census Area,5230,AK,1.89,1013.3843212237093,19.120458891013385,"Yukon-Koyukuk, AK","Yukon-Koyukuk, AK<br>Cases: 53<br>Deaths: 1","Yukon-Koyukuk, AK<br>Cases per 100k pop: 1013.4<br>Deaths per 100k pop: 19.1"
96,Apache,4001.0,35.39465006,-109.4892383,3194,139,Arizona,Apache County,71887,AZ,4.35,4443.084285058495,193.3590217980998,"Apache, AZ","Apache, AZ<br>Cases: 3194<br>Deaths: 139","Apache, AZ<br>Cases per 100k pop: 4443.1<br>Deaths per 100k pop: 193.4"
97,Cochise,4003.0,31.87934684,-109.7516088,1611,52,Arizona,Cochise County,125922,AZ,3.23,1279.363415447658,41.29540509204111,"Cochise, AZ","Cochise, AZ<br>Cases: 1611<br>Deaths: 52","Cochise, AZ<br>Cases per 100k pop: 1279.4<br>Deaths per 100k pop: 41.3"
98,Coconino,4005.0,35.83883429,-111.77071780000001,3099,117,Arizona,Coconino County,143476,AZ,3.78,2159.943126376537,81.54673952438038,"Coconino, AZ","Coconino, AZ<br>Cases: 3099<br>Deaths: 117","Coconino, AZ<br>Cases per 100k pop: 2159.9<br>Deaths per 100k pop: 81.5"
99,Gila,4007.0,33.80190085,-110.8132779,916,38,Arizona,Gila County,54018,AZ,4.15,1695.7310526120923,70.34692139657152,"Gila, AZ","Gila, AZ<br>Cases: 916<br>Deaths: 38","Gila, AZ<br>Cases per 100k pop: 1695.7<br>Deaths per 100k pop: 70.3"
100,Graham,4009.0,32.93166885,-109.8882178,549,16,Arizona,Graham County,38837,AZ,2.91,1413.6004325771817,41.197826814635526,"Graham, AZ","Graham, AZ<br>Cases: 549<br>Deaths: 16","Graham, AZ<br>Cases per 100k pop: 1413.6<br>Deaths per 100k pop: 41.2"
101,Greenlee,4011.0,33.21498827,-109.2405279,57,1,Arizona,Greenlee County,9498,AZ,1.75,600.1263423878711,10.52853232259423,"Greenlee, AZ","Greenlee, AZ<br>Cases: 57<br>Deaths: 1","Greenlee, AZ<br>Cases per 100k pop: 600.1<br>Deaths per 100k pop: 10.5"
102,La Paz,4012.0,33.72854224,-113.98100290000001,477,12,Arizona,La Paz County,21108,AZ,2.52,2259.806708357021,56.85048322910745,"La Paz, AZ","La Paz, AZ<br>Cases: 477<br>Deaths: 12","La Paz, AZ<br>Cases per 100k pop: 2259.8<br>Deaths per 100k pop: 56.9"
103,Maricopa,4013.0,33.34835867,-112.49181540000001,126371,2356,Arizona,Maricopa County,4485414,AZ,1.86,2817.376500809067,52.525809211814114,"Maricopa, AZ","Maricopa, AZ<br>Cases: 126371<br>Deaths: 2356","Maricopa, AZ<br>Cases per 100k pop: 2817.4<br>Deaths per 100k pop: 52.5"
104,Mohave,4015.0,35.70471703,-113.7577902,3202,168,Arizona,Mohave County,212181,AZ,5.25,1509.0889382178423,79.17768320443395,"Mohave, AZ","Mohave, AZ<br>Cases: 3202<br>Deaths: 168","Mohave, AZ<br>Cases per 100k pop: 1509.1<br>Deaths per 100k pop: 79.2"
105,Navajo,4017.0,35.3997715,-110.3218983,5375,200,Arizona,Navajo County,110924,AZ,3.72,4845.6600915942445,180.30363131513468,"Navajo, AZ","Navajo, AZ<br>Cases: 5375<br>Deaths: 200","Navajo, AZ<br>Cases per 100k pop: 4845.7<br>Deaths per 100k pop: 180.3"
106,Pima,4019.0,32.0971334,-111.7890033,17996,489,Arizona,Pima County,1047279,AZ,2.72,1718.3577633085358,46.69242866514081,"Pima, AZ","Pima, AZ<br>Cases: 17996<br>Deaths: 489","Pima, AZ<br>Cases per 100k pop: 1718.4<br>Deaths per 100k pop: 46.7"
107,Pinal,4021.0,32.90525627,-111.3449483,8378,156,Arizona,Pinal County,462789,AZ,1.86,1810.3282489428227,33.70866636847462,"Pinal, AZ","Pinal, AZ<br>Cases: 8378<br>Deaths: 156","Pinal, AZ<br>Cases per 100k pop: 1810.3<br>Deaths per 100k pop: 33.7"
108,Santa Cruz,4023.0,31.52508998,-110.8479088,2671,53,Arizona,Santa Cruz County,46498,AZ,1.98,5744.333089595251,113.98339713536066,"Santa Cruz, AZ","Santa Cruz, AZ<br>Cases: 2671<br>Deaths: 53","Santa Cruz, AZ<br>Cases per 100k pop: 5744.3<br>Deaths per 100k pop: 114.0"
109,Yavapai,4025.0,34.59933926,-112.5538588,2018,67,Arizona,Yavapai County,235099,AZ,3.32,858.361796519764,28.498632490993156,"Yavapai, AZ","Yavapai, AZ<br>Cases: 2018<br>Deaths: 67","Yavapai, AZ<br>Cases per 100k pop: 858.4<br>Deaths per 100k pop: 28.5"
110,Yuma,4027.0,32.76895712,-113.90666740000002,11609,289,Arizona,Yuma County,213787,AZ,2.49,5430.171151660297,135.18127856230734,"Yuma, AZ","Yuma, AZ<br>Cases: 11609<br>Deaths: 289","Yuma, AZ<br>Cases per 100k pop: 5430.2<br>Deaths per 100k pop: 135.2"
111,Arkansas,5001.0,34.29145151,-91.37277296,221,1,Arkansas,Arkansas County,17486,AR,0.45,1263.8682374471005,5.718860802928057,"Arkansas, AR","Arkansas, AR<br>Cases: 221<br>Deaths: 1","Arkansas, AR<br>Cases per 100k pop: 1263.9<br>Deaths per 100k pop: 5.7"
112,Ashley,5003.0,33.19153461,-91.76984709999999,330,5,Arkansas,Ashley County,19657,AR,1.52,1678.7912702853946,25.436231367960524,"Ashley, AR","Ashley, AR<br>Cases: 330<br>Deaths: 5","Ashley, AR<br>Cases per 100k pop: 1678.8<br>Deaths per 100k pop: 25.4"
113,Baxter,5005.0,36.28784385,-92.33782872,71,0,Arkansas,Baxter County,41932,AR,0.0,169.3217590384432,0.0,"Baxter, AR","Baxter, AR<br>Cases: 71<br>Deaths: 0","Baxter, AR<br>Cases per 100k pop: 169.3<br>Deaths per 100k pop: 0.0"
114,Benton,5007.0,36.33644656,-94.25680817,4794,43,Arkansas,Benton County,279141,AR,0.9,1717.4116306812687,15.404401359886222,"Benton, AR","Benton, AR<br>Cases: 4794<br>Deaths: 43","Benton, AR<br>Cases per 100k pop: 1717.4<br>Deaths per 100k pop: 15.4"
115,Boone,5009.0,36.3084504,-93.09374925,212,2,Arkansas,Boone County,37432,AR,0.94,566.3603334045737,5.343022013250694,"Boone, AR","Boone, AR<br>Cases: 212<br>Deaths: 2","Boone, AR<br>Cases per 100k pop: 566.4<br>Deaths per 100k pop: 5.3"
116,Bradley,5011.0,33.46755808,-92.15980837,204,4,Arkansas,Bradley County,10763,AR,1.96,1895.3823283471152,37.1643593793552,"Bradley, AR","Bradley, AR<br>Cases: 204<br>Deaths: 4","Bradley, AR<br>Cases per 100k pop: 1895.4<br>Deaths per 100k pop: 37.2"
117,Calhoun,5013.0,33.55598792,-92.49974403,17,0,Arkansas,Calhoun County,5189,AR,0.0,327.616111004047,0.0,"Calhoun, AR","Calhoun, AR<br>Cases: 17<br>Deaths: 0","Calhoun, AR<br>Cases per 100k pop: 327.6<br>Deaths per 100k pop: 0.0"
118,Carroll,5015.0,36.34038560000001,-93.54270261,359,7,Arkansas,Carroll County,28380,AR,1.95,1264.9753347427766,24.665257223396758,"Carroll, AR","Carroll, AR<br>Cases: 359<br>Deaths: 7","Carroll, AR<br>Cases per 100k pop: 1265.0<br>Deaths per 100k pop: 24.7"
119,Chicot,5017.0,33.26458973,-91.29539209,739,8,Arkansas,Chicot County,10118,AR,1.08,7303.814983198261,79.06700929037359,"Chicot, AR","Chicot, AR<br>Cases: 739<br>Deaths: 8","Chicot, AR<br>Cases per 100k pop: 7303.8<br>Deaths per 100k pop: 79.1"
120,Clark,5019.0,34.04613432,-93.17484713,177,1,Arkansas,Clark County,22320,AR,0.56,793.010752688172,4.480286738351254,"Clark, AR","Clark, AR<br>Cases: 177<br>Deaths: 1","Clark, AR<br>Cases per 100k pop: 793.0<br>Deaths per 100k pop: 4.5"
121,Clay,5021.0,36.36826212,-90.4148172,136,4,Arkansas,Clay County,14551,AR,2.94,934.6436671019173,27.48951962064463,"Clay, AR","Clay, AR<br>Cases: 136<br>Deaths: 4","Clay, AR<br>Cases per 100k pop: 934.6<br>Deaths per 100k pop: 27.5"
122,Cleburne,5023.0,35.53864922,-92.02640019,202,5,Arkansas,Cleburne County,24919,AR,2.48,810.6264296320077,20.065010634455636,"Cleburne, AR","Cleburne, AR<br>Cases: 202<br>Deaths: 5","Cleburne, AR<br>Cases per 100k pop: 810.6<br>Deaths per 100k pop: 20.1"
123,Cleveland,5025.0,33.89723187,-92.18537045,102,2,Arkansas,Cleveland County,7956,AR,1.96,1282.051282051282,25.13826043237808,"Cleveland, AR","Cleveland, AR<br>Cases: 102<br>Deaths: 2","Cleveland, AR<br>Cases per 100k pop: 1282.1<br>Deaths per 100k pop: 25.1"
124,Columbia,5027.0,33.21230701,-93.22642793,217,12,Arkansas,Columbia County,23457,AR,5.53,925.096985974336,51.15743701240568,"Columbia, AR","Columbia, AR<br>Cases: 217<br>Deaths: 12","Columbia, AR<br>Cases per 100k pop: 925.1<br>Deaths per 100k pop: 51.2"
125,Conway,5029.0,35.26205537,-92.70506566,153,3,Arkansas,Conway County,20846,AR,1.96,733.9537561162813,14.391250119927085,"Conway, AR","Conway, AR<br>Cases: 153<br>Deaths: 3","Conway, AR<br>Cases per 100k pop: 734.0<br>Deaths per 100k pop: 14.4"
126,Craighead,5031.0,35.83018283,-90.63235729,1374,12,Arkansas,Craighead County,110332,AR,0.87,1245.3322698763732,10.876264365732517,"Craighead, AR","Craighead, AR<br>Cases: 1374<br>Deaths: 12","Craighead, AR<br>Cases per 100k pop: 1245.3<br>Deaths per 100k pop: 10.9"
127,Crawford,5033.0,35.58928601,-94.2446814,635,4,Arkansas,Crawford County,63257,AR,0.63,1003.8414720900454,6.323410847811309,"Crawford, AR","Crawford, AR<br>Cases: 635<br>Deaths: 4","Crawford, AR<br>Cases per 100k pop: 1003.8<br>Deaths per 100k pop: 6.3"
128,Crittenden,5035.0,35.21247318,-90.30839406,1369,23,Arkansas,Crittenden County,47955,AR,1.68,2854.75967052445,47.961630695443645,"Crittenden, AR","Crittenden, AR<br>Cases: 1369<br>Deaths: 23","Crittenden, AR<br>Cases per 100k pop: 2854.8<br>Deaths per 100k pop: 48.0"
129,Cross,5037.0,35.29631396,-90.77185818,204,4,Arkansas,Cross County,16419,AR,1.96,1242.4630001827152,24.362019611425787,"Cross, AR","Cross, AR<br>Cases: 204<br>Deaths: 4","Cross, AR<br>Cases per 100k pop: 1242.5<br>Deaths per 100k pop: 24.4"
130,Dallas,5039.0,33.97042763,-92.65167437,64,0,Arkansas,Dallas County,7009,AR,0.0,913.1117135111999,0.0,"Dallas, AR","Dallas, AR<br>Cases: 64<br>Deaths: 0","Dallas, AR<br>Cases per 100k pop: 913.1<br>Deaths per 100k pop: 0.0"
131,Desha,5041.0,33.83011025,-91.25500948,197,2,Arkansas,Desha County,11361,AR,1.02,1734.0022885309393,17.604084147522226,"Desha, AR","Desha, AR<br>Cases: 197<br>Deaths: 2","Desha, AR<br>Cases per 100k pop: 1734.0<br>Deaths per 100k pop: 17.6"
132,Drew,5043.0,33.59035001,-91.71777921,209,3,Arkansas,Drew County,18219,AR,1.44,1147.1540699269992,16.466326362588507,"Drew, AR","Drew, AR<br>Cases: 209<br>Deaths: 3","Drew, AR<br>Cases per 100k pop: 1147.2<br>Deaths per 100k pop: 16.5"
133,Faulkner,5045.0,35.14719007,-92.33717519,1319,6,Arkansas,Faulkner County,126007,AR,0.45,1046.7672430896696,4.761640226336632,"Faulkner, AR","Faulkner, AR<br>Cases: 1319<br>Deaths: 6","Faulkner, AR<br>Cases per 100k pop: 1046.8<br>Deaths per 100k pop: 4.8"
134,Franklin,5047.0,35.51202821,-93.89299569,127,2,Arkansas,Franklin County,17715,AR,1.57,716.9065763477279,11.289867344058708,"Franklin, AR","Franklin, AR<br>Cases: 127<br>Deaths: 2","Franklin, AR<br>Cases per 100k pop: 716.9<br>Deaths per 100k pop: 11.3"
135,Fulton,5049.0,36.38177105,-91.81729127,44,0,Arkansas,Fulton County,12477,AR,0.0,352.64887392802757,0.0,"Fulton, AR","Fulton, AR<br>Cases: 44<br>Deaths: 0","Fulton, AR<br>Cases per 100k pop: 352.6<br>Deaths per 100k pop: 0.0"
136,Garland,5051.0,34.57692074,-93.14921604,1058,16,Arkansas,Garland County,99386,AR,1.51,1064.5362525909081,16.098846920089347,"Garland, AR","Garland, AR<br>Cases: 1058<br>Deaths: 16","Garland, AR<br>Cases per 100k pop: 1064.5<br>Deaths per 100k pop: 16.1"
137,Grant,5053.0,34.29017991,-92.42320562,137,0,Arkansas,Grant County,18265,AR,0.0,750.0684369011772,0.0,"Grant, AR","Grant, AR<br>Cases: 137<br>Deaths: 0","Grant, AR<br>Cases per 100k pop: 750.1<br>Deaths per 100k pop: 0.0"
138,Greene,5055.0,36.11735460000001,-90.55832668,485,2,Arkansas,Greene County,45325,AR,0.41,1070.0496414782128,4.4125758411472695,"Greene, AR","Greene, AR<br>Cases: 485<br>Deaths: 2","Greene, AR<br>Cases per 100k pop: 1070.0<br>Deaths per 100k pop: 4.4"
139,Hempstead,5057.0,33.73325583,-93.66935133,247,2,Arkansas,Hempstead County,21532,AR,0.81,1147.1298532416868,9.288500835965076,"Hempstead, AR","Hempstead, AR<br>Cases: 247<br>Deaths: 2","Hempstead, AR<br>Cases per 100k pop: 1147.1<br>Deaths per 100k pop: 9.3"
140,Hot Spring,5059.0,34.31709259,-92.95396325,1554,11,Arkansas,Hot Spring County,33771,AR,0.71,4601.581238340588,32.57232536791922,"Hot Spring, AR","Hot Spring, AR<br>Cases: 1554<br>Deaths: 11","Hot Spring, AR<br>Cases per 100k pop: 4601.6<br>Deaths per 100k pop: 32.6"
141,Howard,5061.0,34.09007427,-93.9934871,342,4,Arkansas,Howard County,13202,AR,1.17,2590.5165883956975,30.298439630359038,"Howard, AR","Howard, AR<br>Cases: 342<br>Deaths: 4","Howard, AR<br>Cases per 100k pop: 2590.5<br>Deaths per 100k pop: 30.3"
142,Independence,5063.0,35.74242707,-91.57001641,537,1,Arkansas,Independence County,37825,AR,0.19,1419.6959682749505,2.6437541308658297,"Independence, AR","Independence, AR<br>Cases: 537<br>Deaths: 1","Independence, AR<br>Cases per 100k pop: 1419.7<br>Deaths per 100k pop: 2.6"
143,Izard,5065.0,36.09604046,-91.90847954,53,1,Arkansas,Izard County,13629,AR,1.89,388.87666006310076,7.337295472888694,"Izard, AR","Izard, AR<br>Cases: 53<br>Deaths: 1","Izard, AR<br>Cases per 100k pop: 388.9<br>Deaths per 100k pop: 7.3"
144,Jackson,5067.0,35.59802983,-91.21494602,117,1,Arkansas,Jackson County,16719,AR,0.85,699.8026197739099,5.98121897242658,"Jackson, AR","Jackson, AR<br>Cases: 117<br>Deaths: 1","Jackson, AR<br>Cases per 100k pop: 699.8<br>Deaths per 100k pop: 6.0"
145,Jefferson,5069.0,34.26767081,-91.92619839,1574,40,Arkansas,Jefferson County,66824,AR,2.54,2355.4411588650783,59.85873338920148,"Jefferson, AR","Jefferson, AR<br>Cases: 1574<br>Deaths: 40","Jefferson, AR<br>Cases per 100k pop: 2355.4<br>Deaths per 100k pop: 59.9"
146,Johnson,5071.0,35.56759135,-93.46036368,670,2,Arkansas,Johnson County,26578,AR,0.3,2520.881932425314,7.525020693806908,"Johnson, AR","Johnson, AR<br>Cases: 670<br>Deaths: 2","Johnson, AR<br>Cases per 100k pop: 2520.9<br>Deaths per 100k pop: 7.5"
147,Lafayette,5073.0,33.24116713,-93.60677071,54,2,Arkansas,Lafayette County,6624,AR,3.7,815.2173913043479,30.193236714975846,"Lafayette, AR","Lafayette, AR<br>Cases: 54<br>Deaths: 2","Lafayette, AR<br>Cases per 100k pop: 815.2<br>Deaths per 100k pop: 30.2"
148,Lawrence,5075.0,36.04188196,-91.10867198,214,9,Arkansas,Lawrence County,16406,AR,4.21,1304.4008289650128,54.857978788248204,"Lawrence, AR","Lawrence, AR<br>Cases: 214<br>Deaths: 9","Lawrence, AR<br>Cases per 100k pop: 1304.4<br>Deaths per 100k pop: 54.9"
149,Lee,5077.0,34.78498904,-90.78383866,896,8,Arkansas,Lee County,8857,AR,0.89,10116.292198261262,90.32403748447555,"Lee, AR","Lee, AR<br>Cases: 896<br>Deaths: 8","Lee, AR<br>Cases per 100k pop: 10116.3<br>Deaths per 100k pop: 90.3"
150,Lincoln,5079.0,33.95317155,-91.74002806,1223,12,Arkansas,Lincoln County,13024,AR,0.98,9390.356265356266,92.13759213759214,"Lincoln, AR","Lincoln, AR<br>Cases: 1223<br>Deaths: 12","Lincoln, AR<br>Cases per 100k pop: 9390.4<br>Deaths per 100k pop: 92.1"
151,Little River,5081.0,33.70375665,-94.23468591,181,1,Arkansas,Little River County,12259,AR,0.55,1476.4662696794192,8.157272208173588,"Little River, AR","Little River, AR<br>Cases: 181<br>Deaths: 1","Little River, AR<br>Cases per 100k pop: 1476.5<br>Deaths per 100k pop: 8.2"
152,Logan,5083.0,35.21413234,-93.71951016,273,1,Arkansas,Logan County,21466,AR,0.37,1271.7786266654243,4.658529768005217,"Logan, AR","Logan, AR<br>Cases: 273<br>Deaths: 1","Logan, AR<br>Cases per 100k pop: 1271.8<br>Deaths per 100k pop: 4.7"
153,Lonoke,5085.0,34.75392199,-91.88742357,524,2,Arkansas,Lonoke County,73309,AR,0.38,714.782632418939,2.7281779863318283,"Lonoke, AR","Lonoke, AR<br>Cases: 524<br>Deaths: 2","Lonoke, AR<br>Cases per 100k pop: 714.8<br>Deaths per 100k pop: 2.7"
154,Madison,5087.0,36.01038185,-93.72524943,270,2,Arkansas,Madison County,16576,AR,0.74,1628.8610038610038,12.065637065637066,"Madison, AR","Madison, AR<br>Cases: 270<br>Deaths: 2","Madison, AR<br>Cases per 100k pop: 1628.9<br>Deaths per 100k pop: 12.1"
155,Marion,5089.0,36.26844485,-92.68451899,29,0,Arkansas,Marion County,16694,AR,0.0,173.71510722415238,0.0,"Marion, AR","Marion, AR<br>Cases: 29<br>Deaths: 0","Marion, AR<br>Cases per 100k pop: 173.7<br>Deaths per 100k pop: 0.0"
156,Miller,5091.0,33.31403423,-93.89285258,518,5,Arkansas,Miller County,43257,AR,0.97,1197.4940472062326,11.55882284948101,"Miller, AR","Miller, AR<br>Cases: 518<br>Deaths: 5","Miller, AR<br>Cases per 100k pop: 1197.5<br>Deaths per 100k pop: 11.6"
157,Mississippi,5093.0,35.76271485,-90.05194370000002,1033,14,Arkansas,Mississippi County,40651,AR,1.36,2541.14289931367,34.439497183341125,"Mississippi, AR","Mississippi, AR<br>Cases: 1033<br>Deaths: 14","Mississippi, AR<br>Cases per 100k pop: 2541.1<br>Deaths per 100k pop: 34.4"
158,Monroe,5095.0,34.6815935,-91.20540287,62,0,Arkansas,Monroe County,6701,AR,0.0,925.2350395463363,0.0,"Monroe, AR","Monroe, AR<br>Cases: 62<br>Deaths: 0","Monroe, AR<br>Cases per 100k pop: 925.2<br>Deaths per 100k pop: 0.0"
159,Montgomery,5097.0,34.53704874,-93.65824478,38,1,Arkansas,Montgomery County,8986,AR,2.63,422.88003561095036,11.128421989761852,"Montgomery, AR","Montgomery, AR<br>Cases: 38<br>Deaths: 1","Montgomery, AR<br>Cases per 100k pop: 422.9<br>Deaths per 100k pop: 11.1"
160,Nevada,5099.0,33.66340119,-93.30632432,143,9,Arkansas,Nevada County,8252,AR,6.29,1732.9132331555986,109.06446921958313,"Nevada, AR","Nevada, AR<br>Cases: 143<br>Deaths: 9","Nevada, AR<br>Cases per 100k pop: 1732.9<br>Deaths per 100k pop: 109.1"
161,Newton,5101.0,35.91947491,-93.21612969,106,6,Arkansas,Newton County,7753,AR,5.66,1367.212691861215,77.38939765252161,"Newton, AR","Newton, AR<br>Cases: 106<br>Deaths: 6","Newton, AR<br>Cases per 100k pop: 1367.2<br>Deaths per 100k pop: 77.4"
162,Ouachita,5103.0,33.58839816,-92.87795984,102,2,Arkansas,Ouachita County,23382,AR,1.96,436.2329997433923,8.553588230262594,"Ouachita, AR","Ouachita, AR<br>Cases: 102<br>Deaths: 2","Ouachita, AR<br>Cases per 100k pop: 436.2<br>Deaths per 100k pop: 8.6"
163,Perry,5105.0,34.945915299999996,-92.94372564,54,0,Arkansas,Perry County,10455,AR,0.0,516.4992826398852,0.0,"Perry, AR","Perry, AR<br>Cases: 54<br>Deaths: 0","Perry, AR<br>Cases per 100k pop: 516.5<br>Deaths per 100k pop: 0.0"
164,Phillips,5107.0,34.43268455,-90.84800154,325,9,Arkansas,Phillips County,17782,AR,2.77,1827.6909234056911,50.612979417388374,"Phillips, AR","Phillips, AR<br>Cases: 325<br>Deaths: 9","Phillips, AR<br>Cases per 100k pop: 1827.7<br>Deaths per 100k pop: 50.6"
165,Pike,5109.0,34.16250414,-93.65789349,108,1,Arkansas,Pike County,10718,AR,0.93,1007.6506810972196,9.33009889904833,"Pike, AR","Pike, AR<br>Cases: 108<br>Deaths: 1","Pike, AR<br>Cases per 100k pop: 1007.7<br>Deaths per 100k pop: 9.3"
166,Poinsett,5111.0,35.57433534,-90.66268713,286,3,Arkansas,Poinsett County,23528,AR,1.05,1215.5729343760627,12.750765045902755,"Poinsett, AR","Poinsett, AR<br>Cases: 286<br>Deaths: 3","Poinsett, AR<br>Cases per 100k pop: 1215.6<br>Deaths per 100k pop: 12.8"
167,Polk,5113.0,34.48254879,-94.22728802,148,1,Arkansas,Polk County,19964,AR,0.68,741.3344019234622,5.009016229212583,"Polk, AR","Polk, AR<br>Cases: 148<br>Deaths: 1","Polk, AR<br>Cases per 100k pop: 741.3<br>Deaths per 100k pop: 5.0"
168,Pope,5115.0,35.44871474,-93.03212219,1319,10,Arkansas,Pope County,64072,AR,0.76,2058.6215507554,15.60744162816831,"Pope, AR","Pope, AR<br>Cases: 1319<br>Deaths: 10","Pope, AR<br>Cases per 100k pop: 2058.6<br>Deaths per 100k pop: 15.6"
169,Prairie,5117.0,34.83624419,-91.55162157,96,0,Arkansas,Prairie County,8062,AR,0.0,1190.771520714463,0.0,"Prairie, AR","Prairie, AR<br>Cases: 96<br>Deaths: 0","Prairie, AR<br>Cases per 100k pop: 1190.8<br>Deaths per 100k pop: 0.0"
170,Pulaski,5119.0,34.77054088,-92.31355101,5639,85,Arkansas,Pulaski County,391911,AR,1.51,1438.8470851800537,21.68859766630689,"Pulaski, AR","Pulaski, AR<br>Cases: 5639<br>Deaths: 85","Pulaski, AR<br>Cases per 100k pop: 1438.8<br>Deaths per 100k pop: 21.7"
171,Randolph,5121.0,36.3415714,-91.02455531,219,4,Arkansas,Randolph County,17958,AR,1.83,1219.5121951219512,22.274195344693172,"Randolph, AR","Randolph, AR<br>Cases: 219<br>Deaths: 4","Randolph, AR<br>Cases per 100k pop: 1219.5<br>Deaths per 100k pop: 22.3"
172,St. Francis,5123.0,35.02201976,-90.74828138,1223,3,Arkansas,St. Francis County,24994,AR,0.25,4893.174361846844,12.002880691365927,"St. Francis, AR","St. Francis, AR<br>Cases: 1223<br>Deaths: 3","St. Francis, AR<br>Cases per 100k pop: 4893.2<br>Deaths per 100k pop: 12.0"
173,Saline,5125.0,34.64916145,-92.67583224,1095,6,Arkansas,Saline County,122437,AR,0.55,894.3374960183604,4.900479430237591,"Saline, AR","Saline, AR<br>Cases: 1095<br>Deaths: 6","Saline, AR<br>Cases per 100k pop: 894.3<br>Deaths per 100k pop: 4.9"
174,Scott,5127.0,34.85588887,-94.0632176,61,0,Arkansas,Scott County,10281,AR,0.0,593.3274973251629,0.0,"Scott, AR","Scott, AR<br>Cases: 61<br>Deaths: 0","Scott, AR<br>Cases per 100k pop: 593.3<br>Deaths per 100k pop: 0.0"
175,Searcy,5129.0,35.9109364,-92.69936482,32,0,Arkansas,Searcy County,7881,AR,0.0,406.039842659561,0.0,"Searcy, AR","Searcy, AR<br>Cases: 32<br>Deaths: 0","Searcy, AR<br>Cases per 100k pop: 406.0<br>Deaths per 100k pop: 0.0"
176,Sebastian,5131.0,35.19605503,-94.27162713,2229,20,Arkansas,Sebastian County,127827,AR,0.9,1743.7630547536905,15.646146745210324,"Sebastian, AR","Sebastian, AR<br>Cases: 2229<br>Deaths: 20","Sebastian, AR<br>Cases per 100k pop: 1743.8<br>Deaths per 100k pop: 15.6"
177,Sevier,5133.0,33.99780401,-94.2424869,992,10,Arkansas,Sevier County,17007,AR,1.01,5832.892338448874,58.799317927912035,"Sevier, AR","Sevier, AR<br>Cases: 992<br>Deaths: 10","Sevier, AR<br>Cases per 100k pop: 5832.9<br>Deaths per 100k pop: 58.8"
